go_category,go_description,go_id,accession,protein_dcid,go_dcid
dcs:GeneOntologyTypeMolecularFunction,acetyl-coa carboxylase activity,"""GO:0003989""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0003989
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,ATP binding,"""GO:0005524""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0005524
dcs:GeneOntologyTypeMolecularFunction,acetyl-CoA carboxylase activity,"""GO:0003989""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0003989
dcs:GeneOntologyTypeMolecularFunction,biotin carboxylase activity,"""GO:0004075""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0004075
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,cellular metabolic process,"""GO:0044237""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0044237
dcs:GeneOntologyTypeBiologicalProcess,organic acid metabolic process,"""GO:0006082""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006082
dcs:GeneOntologyTypeBiologicalProcess,oxoacid metabolic process,"""GO:0043436""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0043436
dcs:GeneOntologyTypeBiologicalProcess,carboxylic acid metabolic process,"""GO:0019752""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0019752
dcs:GeneOntologyTypeBiologicalProcess,monocarboxylic acid metabolic process,"""GO:0032787""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0032787
dcs:GeneOntologyTypeBiologicalProcess,fatty acid metabolic process,"""GO:0006631""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006631
dcs:GeneOntologyTypeBiologicalProcess,fatty acid biosynthetic process,"""GO:0006633""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006633
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,pyruvate metabolic process,"""GO:0006090""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006090
dcs:GeneOntologyTypeBiologicalProcess,gluconeogenesis,"""GO:0006094""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006094
dcs:GeneOntologyTypeBiologicalProcess,oxaloacetate metabolic process,"""GO:0006107""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006107
dcs:GeneOntologyTypeBiologicalProcess,lipid metabolic process,"""GO:0006629""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006629
dcs:GeneOntologyTypeCellularComponent,mitochondrial matrix,"""GO:0005759""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005759
dcs:GeneOntologyTypeCellularComponent,mitochondrial inner membrane,"""GO:0005743""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005743
dcs:GeneOntologyTypeCellularComponent,cell part,"""GO:0032990""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0032990
dcs:GeneOntologyTypeCellularComponent,intracellular part,"""GO:0033646""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0033646
dcs:GeneOntologyTypeCellularComponent,cytoplasm,"""GO:0005737""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005737
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,nucleoside binding,"""GO:0001882""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0001882
dcs:GeneOntologyTypeMolecularFunction,purine nucleoside binding,"""GO:0001883""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0001883
dcs:GeneOntologyTypeMolecularFunction,adenyl nucleotide binding,"""GO:0030554""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0030554
dcs:GeneOntologyTypeMolecularFunction,adenyl ribonucleotide binding,"""GO:0032559""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0032559
dcs:GeneOntologyTypeMolecularFunction,atp binding,"""GO:0005524""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005524
dcs:GeneOntologyTypeMolecularFunction,ligase activity,"""GO:0016874""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0016874
dcs:GeneOntologyTypeMolecularFunction,vitamin binding,"""GO:0019842""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0019842
dcs:GeneOntologyTypeMolecularFunction,biotin binding,"""GO:0009374""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0009374
dcs:GeneOntologyTypeMolecularFunction,"ligase activity, forming carbon-carbon bonds","""GO:0016877""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0016877
dcs:GeneOntologyTypeMolecularFunction,pyruvate carboxylase activity,"""GO:0004736""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0004736
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,ATP binding,"""GO:0005524""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005524
dcs:GeneOntologyTypeMolecularFunction,biotin binding,"""GO:0009374""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0009374
dcs:GeneOntologyTypeMolecularFunction,biotin carboxylase activity,"""GO:0004075""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0004075
dcs:GeneOntologyTypeMolecularFunction,pyruvate carboxylase activity,"""GO:0004736""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0004736
dcs:GeneOntologyTypeMolecularFunction,DNA binding,"""GO:0003677""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0003677
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,alcohol metabolic process,"""GO:0006066""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006066
dcs:GeneOntologyTypeBiologicalProcess,monosaccharide metabolic process,"""GO:0005996""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0005996
dcs:GeneOntologyTypeBiologicalProcess,hexose metabolic process,"""GO:0019318""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0019318
dcs:GeneOntologyTypeBiologicalProcess,glucose metabolic process,"""GO:0006006""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006006
dcs:GeneOntologyTypeBiologicalProcess,gluconeogenesis,"""GO:0006094""",HMDBP00019,bio/PYC_HUMAN,bio/GO_0006094
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,xenobiotic metabolic process,"""GO:0006805""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0006805
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,arylamine N-acetyltransferase activity,"""GO:0004060""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0004060
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00020,bio/ARY1_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,xenobiotic metabolic process,"""GO:0006805""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0006805
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,arylamine N-acetyltransferase activity,"""GO:0004060""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0004060
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00021,bio/ARY2_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,heme biosynthetic process,"""GO:0006783""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0006783
dcs:GeneOntologyTypeBiologicalProcess,protoporphyrinogen IX biosynthetic process,"""GO:0006782""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0006782
dcs:GeneOntologyTypeBiologicalProcess,cellular lipid metabolic process,"""GO:0044255""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0044255
dcs:GeneOntologyTypeCellularComponent,mitochondrial matrix,"""GO:0005759""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0005759
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeCellularComponent,cell part,"""GO:0032990""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0032990
dcs:GeneOntologyTypeCellularComponent,intracellular part,"""GO:0033646""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0033646
dcs:GeneOntologyTypeCellularComponent,cytoplasmic part,"""GO:0044444""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0044444
dcs:GeneOntologyTypeCellularComponent,mitochondrial part,"""GO:0032990""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0032990
dcs:GeneOntologyTypeCellularComponent,mitochondrial matrix,"""GO:0005759""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0005759
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring nitrogenous groups","""GO:0016769""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016769
dcs:GeneOntologyTypeMolecularFunction,cofactor binding,"""GO:0048037""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0048037
dcs:GeneOntologyTypeMolecularFunction,pyridoxal phosphate binding,"""GO:0030170""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0030170
dcs:GeneOntologyTypeMolecularFunction,n-acyltransferase activity,"""GO:0016410""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016410
dcs:GeneOntologyTypeMolecularFunction,n-succinyltransferase activity,"""GO:0016749""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0016749
dcs:GeneOntologyTypeMolecularFunction,5-aminolevulinate synthase activity,"""GO:0003870""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0003870
dcs:GeneOntologyTypeMolecularFunction,pyridoxal phosphate binding,"""GO:0030170""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0030170
dcs:GeneOntologyTypeMolecularFunction,5-aminolevulinate synthase activity,"""GO:0003870""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0003870
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,nitrogen compound metabolic process,"""GO:0006807""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0006807
dcs:GeneOntologyTypeBiologicalProcess,tetrapyrrole metabolic process,"""GO:0033013""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0033013
dcs:GeneOntologyTypeBiologicalProcess,porphyrin metabolic process,"""GO:0006778""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0006778
dcs:GeneOntologyTypeBiologicalProcess,biosynthetic process,"""GO:0009058""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0009058
dcs:GeneOntologyTypeBiologicalProcess,cellular biosynthetic process,"""GO:0044249""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0044249
dcs:GeneOntologyTypeBiologicalProcess,heterocycle biosynthetic process,"""GO:0018130""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0018130
dcs:GeneOntologyTypeBiologicalProcess,tetrapyrrole biosynthetic process,"""GO:0033014""",HMDBP00022,bio/HEM1_HUMAN,bio/GO_0033014
dcs:GeneOntologyTypeBiologicalProcess,5S class rRNA transcription from RNA polymerase III type 1 promoter,"""GO:0042791""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0042791
dcs:GeneOntologyTypeBiologicalProcess,transcription initiation from RNA polymerase III promoter,"""GO:0006384""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0006384
dcs:GeneOntologyTypeBiologicalProcess,tRNA transcription from RNA polymerase III promoter,"""GO:0042797""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0042797
dcs:GeneOntologyTypeCellularComponent,transcription factor TFIIIC complex,"""GO:0000127""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0000127
dcs:GeneOntologyTypeMolecularFunction,enzyme activator activity,"""GO:0008047""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0008047
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeMolecularFunction,DNA binding,"""GO:0003677""",HMDBP00023,bio/TF3C4_HUMAN,bio/GO_0003677
dcs:GeneOntologyTypeBiologicalProcess,acyl-CoA metabolic process,"""GO:0006637""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0006637
dcs:GeneOntologyTypeBiologicalProcess,fatty acid metabolic process,"""GO:0006631""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0006631
dcs:GeneOntologyTypeBiologicalProcess,pyruvate metabolic process,"""GO:0006090""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0006090
dcs:GeneOntologyTypeBiologicalProcess,acetyl-CoA metabolic process,"""GO:0006084""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0006084
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeMolecularFunction,carboxylesterase activity,"""GO:0004091""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0004091
dcs:GeneOntologyTypeMolecularFunction,ATP binding,"""GO:0005524""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0005524
dcs:GeneOntologyTypeMolecularFunction,acetyl-CoA hydrolase activity,"""GO:0003986""",HMDBP00024,bio/ACO12_HUMAN,bio/GO_0003986
dcs:GeneOntologyTypeBiologicalProcess,phosphatidylcholine biosynthetic process,"""GO:0006656""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0006656
dcs:GeneOntologyTypeBiologicalProcess,response to drug,"""GO:0042493""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0042493
dcs:GeneOntologyTypeBiologicalProcess,response to ethanol,"""GO:0045471""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0045471
dcs:GeneOntologyTypeBiologicalProcess,response to nutrient,"""GO:0007584""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007584
dcs:GeneOntologyTypeBiologicalProcess,memory,"""GO:0007613""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007613
dcs:GeneOntologyTypeBiologicalProcess,adult walking behavior,"""GO:0007628""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007628
dcs:GeneOntologyTypeBiologicalProcess,neurotransmitter secretion,"""GO:0007269""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007269
dcs:GeneOntologyTypeBiologicalProcess,acetylcholine biosynthetic process,"""GO:0008292""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0008292
dcs:GeneOntologyTypeBiologicalProcess,antral ovarian follicle growth,"""GO:0001547""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0001547
dcs:GeneOntologyTypeBiologicalProcess,dendrite development,"""GO:0016358""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0016358
dcs:GeneOntologyTypeBiologicalProcess,establishment of synaptic specificity at neuromuscular junction,"""GO:0007529""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007529
dcs:GeneOntologyTypeBiologicalProcess,neuromuscular synaptic transmission,"""GO:0007274""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007274
dcs:GeneOntologyTypeBiologicalProcess,rhythmic behavior,"""GO:0007622""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0007622
dcs:GeneOntologyTypeBiologicalProcess,rhythmic excitation,"""GO:0043179""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0043179
dcs:GeneOntologyTypeBiologicalProcess,response to hypoxia,"""GO:0001666""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0001666
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeCellularComponent,neuronal cell body,"""GO:0043025""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0043025
dcs:GeneOntologyTypeCellularComponent,axon,"""GO:0030424""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0030424
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,choline binding,"""GO:0033265""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0033265
dcs:GeneOntologyTypeMolecularFunction,choline O-acetyltransferase activity,"""GO:0004102""",HMDBP00025,bio/CLAT_HUMAN,bio/GO_0004102
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of intracellular estrogen receptor signaling pathway,"""GO:0033148""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0033148
dcs:GeneOntologyTypeBiologicalProcess,developmental growth,"""GO:0048589""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0048589
dcs:GeneOntologyTypeBiologicalProcess,mammary gland branching involved in thelarche,"""GO:0060744""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0060744
dcs:GeneOntologyTypeBiologicalProcess,receptor transactivation,"""GO:0035624""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0035624
dcs:GeneOntologyTypeBiologicalProcess,vagina development,"""GO:0060068""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0060068
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of sequence-specific DNA binding transcription factor activity,"""GO:0051091""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0051091
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of keratinocyte differentiation,"""GO:0045618""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0045618
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of transcription from RNA polymerase II promoter,"""GO:0045944""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0045944
dcs:GeneOntologyTypeBiologicalProcess,multicellular organism growth,"""GO:0035264""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0035264
dcs:GeneOntologyTypeBiologicalProcess,cellular lipid metabolic process,"""GO:0044255""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0044255
dcs:GeneOntologyTypeBiologicalProcess,"transcription, DNA-dependent","""GO:0006351""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0006351
dcs:GeneOntologyTypeBiologicalProcess,androgen receptor signaling pathway,"""GO:0030521""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0030521
dcs:GeneOntologyTypeCellularComponent,cytoplasm,"""GO:0005737""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005737
dcs:GeneOntologyTypeCellularComponent,Golgi apparatus,"""GO:0005794""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005794
dcs:GeneOntologyTypeCellularComponent,nucleoplasm,"""GO:0005654""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005654
dcs:GeneOntologyTypeCellularComponent,organelle,"""GO:0043226""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,membrane-bounded organelle,"""GO:0043227""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0043227
dcs:GeneOntologyTypeCellularComponent,intracellular membrane-bounded organelle,"""GO:0043231""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0043231
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,transcription coactivator activity,"""GO:0003713""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0003713
dcs:GeneOntologyTypeMolecularFunction,protein binding,"""GO:0005515""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005515
dcs:GeneOntologyTypeMolecularFunction,transcription factor binding,"""GO:0008134""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0008134
dcs:GeneOntologyTypeMolecularFunction,transcription cofactor activity,"""GO:0003712""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0003712
dcs:GeneOntologyTypeMolecularFunction,molecular transducer activity,"""GO:0060089""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0060089
dcs:GeneOntologyTypeMolecularFunction,signal transducer activity,"""GO:0004871""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0004871
dcs:GeneOntologyTypeMolecularFunction,receptor binding,"""GO:0005102""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0005102
dcs:GeneOntologyTypeMolecularFunction,hormone receptor binding,"""GO:0051427""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0051427
dcs:GeneOntologyTypeMolecularFunction,nuclear hormone receptor binding,"""GO:0051427""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0051427
dcs:GeneOntologyTypeMolecularFunction,transcription regulator activity,"""GO:0140110""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0140110
dcs:GeneOntologyTypeMolecularFunction,thyroid hormone receptor binding,"""GO:0046966""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0046966
dcs:GeneOntologyTypeMolecularFunction,signal transducer activity,"""GO:0004871""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0004871
dcs:GeneOntologyTypeMolecularFunction,transcription coactivator activity,"""GO:0003713""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0003713
dcs:GeneOntologyTypeMolecularFunction,androgen receptor binding,"""GO:0050681""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0050681
dcs:GeneOntologyTypeMolecularFunction,chromatin binding,"""GO:0003682""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0003682
dcs:GeneOntologyTypeMolecularFunction,ligand-dependent nuclear receptor transcription coactivator activity,"""GO:0030374""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0030374
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeBiologicalProcess,biological regulation,"""GO:0065007""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0065007
dcs:GeneOntologyTypeBiologicalProcess,regulation of biological process,"""GO:0050789""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0050789
dcs:GeneOntologyTypeBiologicalProcess,regulation of metabolic process,"""GO:0019222""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0019222
