accession,protein_pathway,protein_dcid
HMDBP10808,dcs:KeggProteinPathway3MethylthiofentanylActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayAlfentanilActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayAlvimopanActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayAnileridineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayBenzocaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayBupivacaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayBuprenorphineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayCarfentanilActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayChloroprocaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayCitalopramActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayCocaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayCodeineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDesipramineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDezocineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDibucaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDihydromorphineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDimethylthiambuteneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDiphenoxylateActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayDopamineActivationOfNeurologicalRewardSystem,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayEscitalopramActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayEthylmorphineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayFentanylActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayFluoxetineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayHeroinActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayHydrocodoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayHydromorphoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayImipramineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayKetobemidoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayLevallorphanActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayLevobupivacaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayLevomethadylAcetateActionActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayLevorphanolActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayLidocaineLocalAnaestheticActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayMepivacaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayMethadoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayMethadylAcetateActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayMorphineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayNalbuphineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayNaloxoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayNaltrexoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayNicotineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayOxybuprocaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayOxycodoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayOxymorphoneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayPentazocineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayPrilocaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayProcaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayProparacaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayPropoxypheneActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayRemifentanilActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayRopivacaineActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwaySufentanilActionPathway,bio/DRD1_HUMAN
HMDBP10808,dcs:KeggProteinPathwayTramadolActionActionPathway,bio/DRD1_HUMAN
HMDBP10809,,bio/ACM1_HUMAN
HMDBP10810,dcs:KeggProteinPathwayAcebutololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayAlprenololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayArbutamineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayAtenololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayBetaxololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayBevantololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayBisoprololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayBopindololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayBupranololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayCarteololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayDobutamineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayEsmololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayFelodipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayFlecainideActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayIbutilideActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayIsradipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayLabetalolActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayLevobunololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayMetipranololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayMetoprololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayMexiletineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayMuscleHeartContraction,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNadololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNebivololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNifedipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNimodipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayOxprenololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayPenbutololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayPindololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayPractololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayPropranololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayQuinidineActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwaySotalolActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayTimololActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayTocainideActionPathway,bio/ACM2_HUMAN
HMDBP10810,dcs:KeggProteinPathwayVerapamilActionPathway,bio/ACM2_HUMAN
HMDBP10811,,bio/ACM4_HUMAN
HMDBP10812,,bio/ACM5_HUMAN
HMDBP10813,,bio/BKRB1_HUMAN
HMDBP10814,,bio/Q71U72_HUMAN
HMDBP10815,,bio/Q13833_HUMAN
HMDBP10816,,bio/Q13832_HUMAN
HMDBP10817,,bio/Q68DM8_HUMAN
HMDBP10818,dcs:KeggProteinPathwayBetaMercaptolactateCysteineDisulfiduria,bio/CTNS_HUMAN
HMDBP10818,dcs:KeggProteinPathwayCysteineMetabolism,bio/CTNS_HUMAN
HMDBP10818,dcs:KeggProteinPathwayCystinosisOcularNonnephropathic,bio/CTNS_HUMAN
HMDBP10819,,bio/GBRAP_HUMAN
HMDBP10820,,bio/GBRL1_HUMAN
HMDBP10821,,bio/IF5A2_HUMAN
HMDBP10822,,bio/IF5AL_HUMAN
HMDBP10823,,bio/TS1R3_HUMAN
HMDBP10824,,bio/TS1R2_HUMAN
HMDBP10825,,bio/NCOA6_HUMAN
HMDBP10826,,bio/DRD5_HUMAN
HMDBP10827,,bio/Q99586_HUMAN
HMDBP10828,,bio/Q99586_HUMAN
HMDBP10829,,bio/V1AR_HUMAN
HMDBP10830,,bio/Q9UH72_HUMAN
HMDBP10831,,bio/Q16271_HUMAN
HMDBP10832,,bio/A2VED4_HUMAN
HMDBP10833,,bio/RGR_HUMAN
HMDBP10834,,bio/RHCG_HUMAN
HMDBP10835,,bio/RHBG_HUMAN
HMDBP10836,,bio/CISD1_HUMAN
HMDBP10837,,bio/CNGB1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayAcebutololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayAlprenololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayArbutamineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayAtenololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayBetaxololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayBevantololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayBisoprololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayBopindololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayBupranololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayCarteololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayDobutamineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayEsmololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayFelodipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayFlecainideActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayIbutilideActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayIsradipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayLabetalolActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayLevobunololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayMetipranololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayMetoprololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayMexiletineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayMuscleHeartContraction,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNadololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNebivololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNifedipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNimodipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayOxprenololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayPenbutololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayPindololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayPractololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayPropranololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayQuinidineActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwaySotalolActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayTimololActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayTocainideActionPathway,bio/KCNE1_HUMAN
HMDBP10838,dcs:KeggProteinPathwayVerapamilActionPathway,bio/KCNE1_HUMAN
HMDBP10839,,bio/KCNQ2_HUMAN
HMDBP10840,,bio/KCNA1_HUMAN
HMDBP10841,,bio/KCNQ3_HUMAN
HMDBP10842,dcs:KeggProteinPathwayAcebutololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayAlprenololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayArbutamineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayAtenololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayBetaxololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayBevantololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayBisoprololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayBopindololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayBupranololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayCarteololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayDobutamineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayEsmololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayFelodipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayFlecainideActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayIbutilideActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayIsradipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayLabetalolActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayLevobunololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayMetipranololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayMetoprololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayMexiletineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayMuscleHeartContraction,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNadololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNebivololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNifedipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNimodipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayOxprenololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayPenbutololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayPindololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayPractololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayPropranololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayQuinidineActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwaySotalolActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayTimololActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayTocainideActionPathway,bio/KCNE2_HUMAN
HMDBP10842,dcs:KeggProteinPathwayVerapamilActionPathway,bio/KCNE2_HUMAN
HMDBP10843,dcs:KeggProteinPathway3MethylthiofentanylActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayAlfentanilActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayAlvimopanActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayAnileridineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayBenzocaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayBupivacaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayBuprenorphineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayCarfentanilActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayChloroprocaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayCitalopramActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayCocaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayCodeineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDesipramineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDezocineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDibucaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDihydromorphineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDimethylthiambuteneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayDiphenoxylateActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayEscitalopramActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayEthylmorphineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayFentanylActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayFluoxetineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayHeroinActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayHydrocodoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayHydromorphoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayImipramineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayKetobemidoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayLevallorphanActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayLevobupivacaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayLevomethadylAcetateActionActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayLevorphanolActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayLidocaineLocalAnaestheticActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayMepivacaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayMethadoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayMethadylAcetateActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayMorphineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayNalbuphineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayNaloxoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayNaltrexoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayNicotineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayOxybuprocaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayOxycodoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayOxymorphoneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayPentazocineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayPrilocaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayProcaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayProparacaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayPropoxypheneActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayRemifentanilActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayRopivacaineActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwaySufentanilActionPathway,bio/KCND2_HUMAN
HMDBP10843,dcs:KeggProteinPathwayTramadolActionActionPathway,bio/KCND2_HUMAN
HMDBP10844,dcs:KeggProteinPathwayAcebutololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayAlprenololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayArbutamineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayAtenololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayBetaxololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayBevantololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayBisoprololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayBopindololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayBupranololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayCarteololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayDobutamineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayEsmololActionPathway,bio/KCND3_HUMAN
HMDBP10844,dcs:KeggProteinPathwayFelodipineActionPathway,bio/KCND3_HUMAN
